token,average_attr
student,0.09752867885
vreselijke,0.09749186039
wet,0.097271851
kken,0.09708672762
emot,0.09700090562
winter,0.09693419076
istente,0.09689967334
!!!!,0.09688868001
israel,0.09680951852
uiteraard,0.09675819636
gene,0.0964918884
vlekken,0.0964890644
zodat,0.0963784511
tee,0.09627925356
oproepen,0.09627524763
praat,0.09616332977
arrog,0.09614019468
extra,0.09611915114
bewust,0.0960983485
traditie,0.09609699994
stal,0.09607059509
oe,0.09600971224
spelletje,0.09599165618
wekkend,0.09596326513
olden,0.09592615068
ax,0.09582180675
balanc,0.09575306624
bu,0.09569084039
mus,0.09534875752
sympathie,0.09523962438
ook,0.09521441402
grote,0.09520316427
hard,0.09498537092
illing,0.09456784278
natuurkunde,0.09452857077
juist,0.09447303913
waarschuwde,0.09444174916
blz,0.09441383928
iekem,0.09440072467
friend,0.09421134305
flauw,0.09418793519
aanzien,0.0941644907
stomme,0.09404420853
resultaat,0.09401967027
ogeen,0.09347358346
thema,0.09330212796
achterover,0.0931525901
jens,0.09311787365
voorn,0.09311074018
aille,0.09283714741
combi,0.09270746606
trouw,0.09237956884
vaderland,0.09232952446
istische,0.0921539776
hete,0.09182997793
fans,0.09165103977
wetenschappers,0.09161381423
aanloop,0.09152098745
elding,0.09149778262
gehoord,0.09124117745
verliest,0.09118559211
inder,0.09107976407
stemde,0.09094075114
oorsprong,0.09081352502
beveiligings,0.09075780958
invulling,0.09044635296
ouder,0.0900923718
html,0.09002678213
jonge,0.08995685734
wereld,0.08958205465
cer,0.0895669717
meedoet,0.0893822012
zende,0.08936730027
ongevraagd,0.08927533031
overeenkomst,0.0892618373
jagen,0.08921603858
per,0.08878806145
campagnes,0.0886496231
bijvoorbeeld,0.08851581431
zal,0.08847383611
schuldig,0.08832395636
bezorgen,0.08815610409
strateg,0.08815225959
degene,0.08811054821
sling,0.08804971725
patiã«nt,0.08794500865
aangezicht,0.08791287988
urf,0.08747107489
meteen,0.0873722941
margin,0.08711787313
beleid,0.08691139664
45,0.08691090542
bek,0.0868419122
gekomen,0.08670371569
achterban,0.08669708669
gelijk,0.08665261799
aars,0.0862968415
parlement,0.08623294889
parijs,0.08620954181
broek,0.08619522074
lossen,0.08596068859
aanval,0.08589744531
steekt,0.08588424698
kanker,0.08560558744
hele,0.08545664581
oplossing,0.08537059948
kk,0.08526882909
werking,0.08526216447
bewonder,0.08521151543
behandeling,0.08504672721
flinke,0.08481433056
toezicht,0.08477503154
cor,0.08464207009
president,0.08463156968
ziek,0.08456862202
scon,0.08454274386
jun,0.08449093997
functies,0.08447801687
verwacht,0.0843698262
ontvang,0.0843141377
levert,0.08406724858
osh,0.08396033943
ext,0.08391963691
overtuigende,0.08385721594
opgesloten,0.08382119238
vliegende,0.08376437426
bijdrage,0.08373377845
gezet,0.08371817153
mogelijk,0.08357954345
britse,0.08342680335
,0.08334092153
overtreffen,0.08320194483
win,0.08319013799
voorwaardelijk,0.08310193568
bedrijfsleven,0.0830982849
veelbelovend,0.08293482661
mailen,0.08283243328
blond,0.0828172043
sector,0.08280072485
spat,0.08275391732
realiseren,0.08256408572
gesteld,0.08243052196
monniken,0.0822244361
kes,0.08222251261
kostuum,0.08197626472
dra,0.08177362159
verloopt,0.08154940233
marokkanen,0.08151973318
verstappen,0.08147522062
uitval,0.08134368062
fout,0.0811259332
verandering,0.08108363128
getjes,0.08095918549
gedreven,0.08094313741
voelen,0.08089779019
rot,0.08072136955
toet,0.08070882037
trouwe,0.08060353063
wezens,0.08051356673
bak,0.08022335494
resterende,0.08021149039
klus,0.08019445837
eist,0.08014266752
gelov,0.08007630706
namelijk,0.08007261902
59,0.08000905253
ã¼berhaupt,0.07995674922
premier,0.07979277397
waardoor,0.07977359649
eraan,0.07966120169
iemands,0.07961593568
orde,0.07959575286
europese,0.07937317217
liefst,0.07931244983
broe,0.07929178327
eerlijke,0.07924738224
zaamheid,0.0790521875
krijgen,0.07887339701
sfeer,0.07860062495
manier,0.07856298637
schroeven,0.07850626111
regels,0.0782832182
oeg,0.0782753991
bodem,0.07814760506
gevaar,0.07805894315
vrede,0.07803969865
amer,0.07803624868
aaid,0.07799042016
flu,0.07794865221
slogan,0.07791193016
inwoner,0.07787482388
rijft,0.07774681598
doorsnee,0.07761758566
motoriek,0.07758484036
ozen,0.07750117034
creã«er,0.07727392763
ronisch,0.07724736631
rel,0.07706138554
kleiner,0.07703895122
strijd,0.07694550278
jolanda,0.07683558017
sher,0.07676799595
zwembad,0.07623056136
100,0.07620018718
ftal,0.07604917139
inc,0.07602292032
beloftes,0.07579003274
erij,0.07574757189
meegemaakt,0.07574639982
blijk,0.07565785982
hecht,0.07544096769
mantel,0.07496699691
boerderij,0.07490579039
hechten,0.07487026602
pjes,0.07481062494
neer,0.07479739515
hh,0.07469917597
zeilen,0.07461483777
low,0.07459457964
onzin,0.07454543398
monument,0.07448541373
oere,0.07442424446
daalt,0.07439164817
baarheid,0.07437153906
american,0.0742245838
ouw,0.07418567147
scherpe,0.07417001016
da,0.07410505847
duid,0.0740775764
worden,0.07398108151
dankt,0.07381620258
studio,0.07380844578
kant,0.07341234661
jumbo,0.07334003597
spanning,0.07326909341
besloot,0.07293136418
pant,0.07263177633
ondernemer,0.07256340111
onterecht,0.07240898162
bureaus,0.07240480185
iqu,0.07215837389
bers,0.07187632006
pluim,0.0718536377
voorbeeld,0.07181078452
int,0.07176150444
gevaarlijke,0.07171887159
kredieten,0.07170057297
uitkering,0.071662498
kiezer,0.07152011991
game,0.07149615139
leidinggevende,0.07149143517
oond,0.07145633548
alse,0.07145202905
darmen,0.07143910835
fnv,0.07138824463
ief,0.07138717757
fantastische,0.07129797619
word,0.07115576524
zorg,0.07108215892
rie,0.07098440912
reeg,0.07095190138
lokale,0.07081479579
reeks,0.07079473883
recht,0.07074447299
ple,0.07063227198
actie,0.0705459827
erd,0.07050597214
mensheid,0.07045072317
gebruikt,0.07042342192
oplicht,0.07038673013
"?""",0.07036091726
kker,0.07031488866
ontvangt,0.07018586248
massaal,0.07009614911
mulder,0.07006057352
ergie,0.07001371682
aak,0.06996458629
stempel,0.06987954676
neen,0.06987715513
opgelost,0.06982622948
nederland,0.06975979629
daarvoor,0.06966985315
buur,0.06961584128
typisch,0.06959527731
waarschuwen,0.06926881243
grapje,0.06923469715
enny,0.06922247194
belooft,0.06911717557
ct,0.069018131
publiek,0.0688820042
voorlopig,0.06885811929
straf,0.06879001483
gelukt,0.06867963634
mooie,0.06862887898
vermogen,0.06861421769
docenten,0.06853156909
straal,0.06852594018
pert,0.06852162071
dub,0.06839063267
vol,0.06837520247
afgesloten,0.0683477819
reputatie,0.06829028577
voorbereiding,0.06822500378
beweert,0.06819649041
warme,0.06808281413
landelijk,0.06802338362
lopers,0.06797982007
orb,0.06796547025
rots,0.06774463908
aret,0.06771802902
ondersteuning,0.06760510057
beesten,0.06750160456
voorziening,0.06748723239
duit,0.0674720481
mocht,0.06742682153
beton,0.06740193738
leeuwen,0.06721885502
uivering,0.06704692543
deskundigen,0.06703919766
serieus,0.06682390447
verwachte,0.06657658517
eelt,0.06653369963
zels,0.06642440706
atisme,0.06637177616
luc,0.06635135412
ucky,0.06628758236
125,0.06623214483
blussen,0.0661963895
slaat,0.06619092799
stephen,0.06616555154
eurd,0.06614756584
rechtbank,0.0661136955
populariteit,0.0660026893
naam,0.06592415495
tijden,0.06589482657
iging,0.06569146421
schoonmaken,0.06559836119
josh,0.06553322822
jer,0.06549756649
genoot,0.06542047393
ichtingen,0.06529192626
achteruit,0.06519198418
kb,0.06513178814
sliep,0.06500447541
stoornissen,0.0649972409
redactie,0.06483740763
he,0.06475802214
span,0.06461707503
illegale,0.06424646778
""".",0.06417750051
onderzoek,0.06411186969
anken,0.06407940822
ging,0.06404177978
islamitische,0.06393736647
komt,0.06389999197
splan,0.06381643564
jord,0.0637111571
)...,0.06370845437
ochtend,0.06357270249
âļ¥,0.06347225606
alig,0.0634031333
happen,0.06324708462
siciliã«,0.06315845996
betaal,0.06310316361
opleggen,0.06300172955
loon,0.06292193272
inkel,0.06290394068
oeren,0.06280855834
ink,0.06270495397
asiel,0.06270114503
ministratie,0.06268501282
aling,0.0626816228
republiek,0.06261190772
unie,0.06255614385
klant,0.06252346373
jarige,0.06225928273
**,0.06220541522
vriendelijkheid,0.0621671346
rationeel,0.06191888824
lecht,0.06179079041
duitsland,0.06167916146
ology,0.06161541492
totaal,0.06157417296
telefoongesprek,0.06156926975
obbel,0.06148115173
faalt,0.06146090291
lacht,0.06132964293
krant,0.06129740502
prins,0.0612627524
engel,0.06124857813
oordt,0.06119875656
urity,0.0609177947
verkozen,0.06085427105
landen,0.06081559658
zeiden,0.06080380827
****,0.06080071256
ditie,0.06076045707
tal,0.06074624602
ctie,0.06074579433
gedrukte,0.06072120368
jaarwisseling,0.06064132601
italiã«,0.06059750204
agel,0.06055992842
slag,0.06043279427
iger,0.06034435332
wonder,0.06026013428
intens,0.06019604951
krijgt,0.06016064315
lost,0.06010530144
oph,0.0600786655
neg,0.05989448354
ongekend,0.05984821543
elk,0.05974719394
ammer,0.05973228533
pakk,0.05971134454
vloog,0.05948027223
ruim,0.059426034
pap,0.05938290479
pvda,0.05937570889
fiet,0.05936745554
wapen,0.05925501899
correct,0.05924113095
heet,0.0589253718
geslapen,0.05885785637
voel,0.05873016763
promoten,0.05870513595
bloeddruk,0.0585796833
slot,0.05853120983
belastingbet,0.05839512497
enzo,0.05837276941
iler,0.05835884903
bewijst,0.05834104866
overleg,0.0583118099
black,0.05810109153
onafhankelijke,0.05792083871
witte,0.05758510306
overheden,0.05753404647
plast,0.0573702914
school,0.05715612598
nieuw,0.05714057216
fietsen,0.05710964793
dop,0.05709768832
heft,0.05706166103
gedomineerd,0.05704563856
ye,0.05698324714
staten,0.05695495233
zet,0.05685000413
orgel,0.05684240535
voldoet,0.05682957545
stelden,0.05667318776
zijdige,0.05662278086
versl,0.05654084186
okke,0.05623999611
werkgevers,0.05620105192
kapot,0.05617077633
vs,0.05612040619
families,0.05607802793
lichtingen,0.05604559928
overwinning,0.05600437312
dd,0.05593950426
kampioen,0.05592823432
supporters,0.05591640323
gekozen,0.05586926701
rijks,0.05583041161
skaarten,0.05570662022
staking,0.05569961333
iche,0.05569127202
nieuws,0.0556396857
ã¯sme,0.05561981723
principe,0.05559053645
wp,0.05551713379
sleutels,0.05548970401
kop,0.05546818338
roo,0.05545459315
aaien,0.05537585914
amens,0.05534102554
lijkt,0.0552052588
nederlandse,0.05516724222
daad,0.05512959355
up,0.0550015266
halve,0.05496870507
prom,0.05494641885
troep,0.05494173026
naval,0.05488904635
chips,0.05485368869
rieken,0.05481711309
vervangend,0.05474522427
waardevolle,0.05441944674
samenwerking,0.05440168222
ã©cht,0.05433776323
termijn,0.05432488769
suik,0.05430848151
spolitiek,0.05425016582
afmaken,0.05412776396
vlieg,0.05393632897
zult,0.05366409446
versp,0.0534799248
deskundige,0.05347241461
anti,0.05339440579
aankl,0.05332360847
beauty,0.05326871201
avondeten,0.05326110125
pleit,0.05325279757
opgeruimd,0.05322089046
supermarkt,0.05320813507
ampt,0.05314204469
import,0.05309637543
woordenschat,0.05309284339
harry,0.05308203399
invloed,0.0530292217
opge,0.05272883177
gekke,0.05268017203
tro,0.05253349897
invalshoek,0.05245859921
betrekt,0.05236848444
ogo,0.05203764141
iek,0.05193068508
schrij,0.05189859495
geã¯,0.05181585625
stage,0.05179089382
peuter,0.05165670067
iedereen,0.05163403928
billen,0.05161752924
voorkom,0.05158963054
aw,0.05128798963
technisch,0.0512640439
uil,0.05125414953
toevlucht,0.05091374111
handbereik,0.05085929483
drijf,0.05084128678
kruid,0.050680805
verdedigen,0.05065658456
reageert,0.05064985286
regenboog,0.0506275557
gasten,0.05060120982
dader,0.05052737394
lichten,0.05044567742
luchtmacht,0.0503009446
iste,0.05014403727
arketing,0.05006288178
sub,0.04999218876
zou,0.04995019495
houder,0.04976844167
alisering,0.04976168275
vuil,0.04975296557
oving,0.04972440749
rekenen,0.04971039881
ernstig,0.04968560673
vana,0.04957766749
geholpen,0.04955689656
erop,0.04941640329
ite,0.04938973269
opstellen,0.04925017431
wijze,0.04920819704
peters,0.04918976873
ãī,0.04902183264
ische,0.04902024977
oeroe,0.04896764457
uurde,0.04888573755
hy,0.04887875254
externe,0.04886091501
offen,0.04876207933
oept,0.04869222268
woord,0.04863634318
gehoopt,0.04856434092
humor,0.04852856067
instagram,0.04850282893
chi,0.04847013578
eel,0.048451524
apper,0.04840323702
toespraak,0.04839180782
support,0.04832850397
ig,0.04831544631
1900,0.04831500724
waarop,0.04829064245
ird,0.04827934752
country,0.04825770855
uitkeringen,0.04823150858
als,0.04822497734
aska,0.04821667075
paniek,0.04802003503
zegt,0.04795260664
geslagen,0.04792034999
fles,0.04788195551
ige,0.04785341621
vrije,0.04778557163
keiharde,0.04772459716
terugkeer,0.04752392694
lein,0.04751374573
oeiend,0.04746779054
diversiteit,0.04741063341
personeel,0.0473668332
isseur,0.04732272774
schappers,0.04719705135
leerkrachten,0.04714019224
oosten,0.04709751625
argentijnse,0.04701672867
tur,0.04699064046
stroom,0.04698004713
oudere,0.04697835073
discriminatie,0.04686117467
toeval,0.04686025033
brug,0.04682055799
magazijn,0.0467839241
vervangt,0.04676088318
schede,0.04650786892
make,0.04649126902
schijnt,0.04645105132
delft,0.04643587023
jeugd,0.04642958084
berichten,0.046392869
ieter,0.04625251214
werk,0.04624315656
iance,0.04621310905
bang,0.04615074286
amilie,0.04614666104
erin,0.04613323289
genoeg,0.04610832897
egypte,0.04602549225
inval,0.04601592198
ow,0.0459817892
burgers,0.04590867607
agent,0.04588031583
paas,0.04584041564
milj,0.04579361714
reis,0.04578222595
ermis,0.04576140642
verdeling,0.04570670426
omlaag,0.04569675401
kleed,0.0456818298
doorwerken,0.04567061365
updaten,0.04566327482
huiswerk,0.0455658633
amusement,0.04553823173
bezet,0.04544394463
dw,0.04543450641
kloppen,0.04541489482
oelt,0.04531862214
toetsenbord,0.04530427605
radic,0.04526950419
rends,0.04522178322
jacht,0.0452095978
wid,0.04514254217
neder,0.04508243501
vervelend,0.04503641517
sociale,0.04498172862
gend,0.04493029885
herkende,0.04480665177
iding,0.04476194456
nodig,0.04470314185
doorgaan,0.0445769988
baar,0.04454493782
uu,0.04450819952
volwassen,0.04444239382
burger,0.04443384223
aen,0.04441375285
big,0.04439236224
piep,0.04437527806
fractie,0.04437331518
banen,0.04437102331
verstand,0.04430151903
verd,0.04423577857
anneke,0.04420265245
tentoonstelling,0.04417214543
vriendelijke,0.04411873594
gtijd,0.04400606453
consumptie,0.04396559112
beide,0.04393999962
voortaan,0.04386401549
gunnen,0.04386350513
frie,0.04382184148
call,0.04370160634
beloven,0.04367342219
hoesje,0.04364024126
itter,0.04357205587
veilige,0.04345706478
tweede,0.04340403077
schop,0.04331600177
oneindig,0.04330883548
ug,0.04327788271
eerde,0.0432670447
rooid,0.04322870821
volk,0.04319838304
.-,0.04308220372
verhouding,0.0430688858
schieten,0.04301808029
ci,0.04301097405
voorrang,0.04295202624
neus,0.04286282246
wow,0.04284306676
sta,0.04273216277
bier,0.04271656671
ums,0.04264406022
uitgeven,0.04262998747
ops,0.04254510906
cijfer,0.04254088621
eeling,0.04237542123
bezitters,0.04229446501
ander,0.04228428887
doeken,0.0422517471
dre,0.04219531974
raar,0.0418775569
maatschappelijk,0.04179149866
ouden,0.04178730282
war,0.04177481681
selectie,0.04170839489
vitesse,0.04169975966
ofte,0.04166753963
bijna,0.04163124035
vochtigheid,0.04158201814
vaardigheid,0.04157952964
kunde,0.04153277236
instellingen,0.04145149142
onverwacht,0.04141832143
aldus,0.04132790864
ostal,0.0413124375
unen,0.04129983586
levings,0.04126986861
phil,0.04122025799
time,0.04119241204
orische,0.04115607962
vrouwen,0.04113681813
jongen,0.04113137862
nederlanders,0.04111303017
verkeer,0.04110425767
hielp,0.04092517868
voedings,0.04090255499
ster,0.04083005521
ingesteld,0.04073993117
ellende,0.04063122347
positief,0.04062744215
arts,0.04054710118
moment,0.04048795599
cyprus,0.04045286775
monteur,0.04044408351
armoede,0.0403120704
yse,0.04007119313
amen,0.04005981654
waarts,0.03990178555
ziekte,0.03987030312
bewegwijz,0.03986151144
rr,0.03980344123
irst,0.03974306153
has,0.03970415005
iraten,0.03964712471
belangrijkste,0.03960610926
maa,0.03958406299
humeur,0.03958293423
eken,0.03950032403
typen,0.03948479239
kopiã«ren,0.03944219276
lening,0.03941327982
geze,0.03931576369
kompas,0.03930935636
else,0.03929119185
uik,0.03926332916
matig,0.03925008699
pijl,0.03921327367
stra,0.03919612272
gebruiker,0.03915118426
ve,0.03913948242
opsturen,0.03910282237
ungle,0.03906770796
marl,0.03905860335
katten,0.03905591741
binnenlandse,0.03890218958
versturen,0.03886796627
gedood,0.03886246681
afgel,0.03881581128
reerde,0.03879602253
ned,0.03876177594
ãĥ,0.03870210828
sinds,0.0386518204
lift,0.03864434361
valt,0.03860370742
al,0.03845782804
regeer,0.03841358051
obank,0.03827826679
nochtans,0.03823025525
ã³ã³k,0.0382052667
mega,0.0381753886
`,0.03816625103
klanttevredenheid,0.03811790422
iseren,0.03807478771
plat,0.03790816572
til,0.03790400177
omschrijven,0.03788574412
nadenken,0.03788048774
marktplaats,0.03786843022
tanden,0.03783790206
afgeschaft,0.03783272606
catering,0.03777492791
rrrr,0.03775943862
ball,0.0377545575
offic,0.03774660495
budget,0.03772492489
ronten,0.03762769327
daglicht,0.03762409464
acties,0.03754396838
acht,0.03749594632
spel,0.03748165777
leerk,0.03743813187
beheer,0.03732007369
prijzen,0.0372679069
deal,0.03724660857
trekken,0.03724376764
beschouwen,0.03723333031
tje,0.03722908873
hey,0.03720971942
rugpijn,0.037188299
auffeur,0.03714198619
veiligheids,0.03701016679
webshop,0.03698128462
geuren,0.03693509102
partijen,0.03691219585
ikers,0.03687515855
mie,0.03678091103
infectie,0.03665831685
spuit,0.0366454795
verkoper,0.03661388904
guin,0.03655076772
ellig,0.0365316378
ene,0.03652708601
zijn,0.03646311428
link,0.03637873034
vrij,0.03633747567
er,0.03632810986
jezelf,0.03628512716
kondigen,0.03603287786
verkochte,0.03599115089
spoor,0.03595886131
